Abstract,Domain,Cleaned_Abstract,Domain_Final
"Drug resistance is a major obstacle to the effective treatment of colorectal cancer (CRC). However, the underlying mechanism remains unclear. In this study, we investigated the function and mechanism of TIPE3 in drug resistance of CRC. TIPE3 expression in clinical samples and CRC cell lines was detected using qPCR. CCK-8 and colony formation assays were employed to analyze the proliferation of CRC cells. The apoptosis of CRC cells was analyzed using flow cytometry, and autophagy of CRC cells was detected using western blotting, transmission electron microscopy, and immunofluorescence. Moreover, the relationship between USP19 and Beclin1 was detected using co-immunoprecipitation. CRC cells that had been transfected with OE-TIPE3 were co-cultured with macrophages (THP-1 cells induced by PMA), to create a model of TIPE3 overexpression in macrophage M2 polarization. Additionally, a nude mouse tumor model was established. After chemotherapy, tumor apoptosis was detected using the TUNEL assay, and autophagy levels were measured using immunofluorescence, immunohistochemistry, and western blotting. TIPE3 expression was increased in both CRC tumors and cell lines. TIPE3 overexpression substantially promoted drug resistance in CRC in vivo and in vitro. Furthermore, TIPE3 upregulated USP19 protein expression, which accelerated autophagy. In addition, co-immunoprecipitation showed an interaction between USP19 and Beclin1. TIPE3 increased drug resistance by enhancing CRC cell autophagy via the USP19/Beclin1 pathway and stimulating macrophage polarization towards the M2-type. Thus, TIPE3 could serve as a potential target for the development of novel strategies to overcome chemoresistance.",Immunotherapy,drug resistance major obstacle effective treatment colorectal cancer crc however underlying mechanism remains unclear study investigated function mechanism tipe drug resistance crc tipe expression clinical samples crc cell lines detected using qpcr cck colony formation assays employed analyze proliferation crc cells apoptosis crc cells analyzed using flow cytometry autophagy crc cells detected using western blotting transmission electron microscopy immunofluorescence moreover relationship usp beclin detected using coimmunoprecipitation crc cells transfected oetipe cocultured macrophages thp cells induced pma create model tipe overexpression macrophage polarization additionally nude mouse tumor model established chemotherapy tumor apoptosis detected using tunel assay autophagy levels measured using immunofluorescence immunohistochemistry western blotting tipe expression increased crc tumors cell lines tipe overexpression substantially promoted drug resistance crc vivo vitro furthermore tipe upregulated usp protein expression accelerated autophagy addition coimmunoprecipitation showed interaction usp beclin tipe increased drug resistance enhancing crc cell autophagy via uspbeclin pathway stimulating macrophage polarization towards mtype thus tipe could serve potential target development novel strategies overcome chemoresistance,Immunotherapy
"Bone metastases affect approximately one-third of patients with metastatic renal cell carcinoma (mRCC) and contribute to substantial skeletal complications and shorter survival. Management of these metastases requires a multidisciplinary approach combining systemic therapies, localized treatments, and supportive care. Immune checkpoint inhibitor (ICI)-based combinations, especially doublets comprising an ICI and a VEGF-targeted tyrosine kinase inhibitor, have shown significant efficacy in mRCC with bone involvement. Bone-modifying agents such as zoledronic acid and denosumab help in mitigating symptomatic skeletal-related events and enhance bone integrity, although the unique bone pathology of RCC may limit their effectiveness. Local therapies, such as surgery and stereotactic body radiotherapy, play a pivotal role in providing symptom relief and controlling localized disease, particularly in oligometastatic cases. A personalized, patient-centered strategy is essential in minimizing systemic therapy disruptions, addressing skeletal morbidity, and improving clinical outcomes. PATIENT SUMMARY: Bone metastases in patients with kidney cancer can cause severe complications such as pain, fractures, and other serious issues, reducing quality of life and survival. Treatment involves a combination of therapies, including medications, targeted radiation, surgery, and immunotherapy, tailored to each patient to manage symptoms and improve outcomes.",Immunotherapy,bone metastases affect approximately onethird patients metastatic renal cell carcinoma mrcc contribute substantial skeletal complications shorter survival management metastases requires multidisciplinary approach combining systemic therapies localized treatments supportive care immune checkpoint inhibitor icibased combinations especially doublets comprising ici vegftargeted tyrosine kinase inhibitor shown significant efficacy mrcc bone involvement bonemodifying agents zoledronic acid denosumab help mitigating symptomatic skeletalrelated events enhance bone integrity although unique bone pathology rcc may limit effectiveness local therapies surgery stereotactic body radiotherapy play pivotal role providing symptom relief controlling localized disease particularly oligometastatic cases personalized patientcentered strategy essential minimizing systemic therapy disruptions addressing skeletal morbidity improving clinical outcomes patient summary bone metastases patients kidney cancer cause severe complications pain fractures serious issues reducing quality life survival treatment involves combination therapies including medications targeted radiation surgery immunotherapy tailored patient manage symptoms improve outcomes,Immunotherapy
"Mucosal-associated invariant T (MAIT) cells are innate-like T cells predominantly located in barrier tissues such as the lung, liver, skin, and colon. These cells recognize metabolites derived from the riboflavin biosynthetic pathway, which can rapidly traverse epithelial barriers and be presented during MAIT cell differentiation in the thymus and maturation in peripheral tissues. Furthermore, microbial metabolites significantly influence MAIT cell functions in various conditions, including cancer. This review summarizes how the microbiota shapes the life trajectory of MAIT cells and their antitumor reactivity. Additionally, we discuss the therapeutic implications of manipulating the microbiota as a 'bug-drug' strategy to enhance MAIT cell antitumor immunity, particularly in mucosal cancers, while emphasizing challenges and future directions for integrating microbiota considerations into MAIT cell-based therapies.",Immunotherapy,mucosalassociated invariant mait cells innatelike cells predominantly located barrier tissues lung liver skin colon cells recognize metabolites derived riboflavin biosynthetic pathway rapidly traverse epithelial barriers presented mait cell differentiation thymus maturation peripheral tissues furthermore microbial metabolites significantly influence mait cell functions various conditions including cancer review summarizes microbiota shapes life trajectory mait cells antitumor reactivity additionally discuss therapeutic implications manipulating microbiota bugdrug strategy enhance mait cell antitumor immunity particularly mucosal cancers emphasizing challenges future directions integrating microbiota considerations mait cellbased therapies,Immunotherapy
"Recently, neoantigen (NA) profiling has been intensively performed for the development of novel immunotherapy. We previously reported a melanoma case with a high tumor mutation burden that achieved complete remission after anti-programmed death-1 therapy. We herein revisited the same case, characterized the NA profiles of other metastatic lesions using <i>in silico</i> algorithms and <i>in vitro</i> CTL assays, and investigated the immunological status, including tumor-infiltrating lymphocytes and the T cell receptor (TCR) repertoire profile, in metastatic sites. NA candidates obtained from whole-exome sequencing were applied to the HLA-binding prediction algorithm, NetMHCpan4.1. HLA-A*2402-restricted sequence candidates with a strong binding capacity (<50 nM) and elution affinity (<1%) were selected and evaluated for synthetic peptide candidates. The immunological status in metastatic sites was characterized using gene expression profiling, immunohistochemistry, and a TCR repertoire analysis. The genomic analysis revealed that all metastatic sites, such as costal, intra-muscular, and brain lesions, had >1,500 SNVs, and 12 driver mutations were common to all sites. New driver mutations were identified in intra-muscular (KMT2C: p.P3292S) and brain (JAK1: p.S404P) metastases and a functional analysis of these mutations revealed that JAK1 mutation exhibited a promoting effect on invasion activity. CTL assays using synthetic NA peptides identified more NA epitopes in brain metastasis. These results might suggest that the heterogeneity of driver gene mutations is unremarkable, while immunological response is variable in metastatic sites. As a result, the genomic and immunological investigation has provided a very valuable and informative suggestion regarding better cancer therapy decisions.",Immunotherapy,recently neoantigen na profiling intensively performed development novel immunotherapy previously reported melanoma case high tumor mutation burden achieved complete remission antiprogrammed death therapy herein revisited case characterized na profiles metastatic lesions using iin silicoi algorithms iin vitroi ctl assays investigated immunological status including tumorinfiltrating lymphocytes cell receptor tcr repertoire profile metastatic sites na candidates obtained wholeexome sequencing applied hlabinding prediction algorithm netmhcpan hlaarestricted sequence candidates strong binding capacity nm elution affinity selected evaluated synthetic peptide candidates immunological status metastatic sites characterized using gene expression profiling immunohistochemistry tcr repertoire analysis genomic analysis revealed metastatic sites costal intramuscular brain lesions snvs driver mutations common sites new driver mutations identified intramuscular kmtc pps brain jak psp metastases functional analysis mutations revealed jak mutation exhibited promoting effect invasion activity ctl assays using synthetic na peptides identified na epitopes brain metastasis results might suggest heterogeneity driver gene mutations unremarkable immunological response variable metastatic sites result genomic immunological investigation provided valuable informative suggestion regarding better cancer therapy decisions,Immunotherapy
"Dysregulation of protein synthesis, folding, and secretion leads to endoplasmic reticulum (ER) stress, triggering the unfolded protein response (UPR). While the UPR is essential for cell survival under stress, its chronic activation in cancer cells supports tumorigenesis, metastasis, and chemoresistance by enabling cellular adaptation to hypoxia, nutrient deprivation, and oxidative stress. This review provides a comprehensive overview of the roles of key UPR mediators - binding immunoglobulin protein (BiP), protein kinase R (PKR)-like endoplasmic reticulum kinase (PERK), inositol-requiring enzyme 1α (IRE1α), and activating transcription factor 6 (ATF6) - in cancer progression and therapy resistance. Furthermore, it discusses strategies to target UPR pathways, including small molecule inhibitors, gene therapies, natural compounds, and combination therapies, while it evaluates their preclinical and clinical relevance. Finally, it explores how modulating UPR signaling can overcome therapeutic resistance, improve immunotherapy outcomes, and reshape the tumor microenvironment. This review emphasizes the promise of UPR-targeted approaches in enhancing the efficacy of current cancer treatments and achieving better patient outcomes.",Immunotherapy,dysregulation protein synthesis folding secretion leads endoplasmic reticulum er stress triggering unfolded protein response upr upr essential cell survival stress chronic activation cancer cells supports tumorigenesis metastasis chemoresistance enabling cellular adaptation hypoxia nutrient deprivation oxidative stress review provides comprehensive overview roles key upr mediators binding immunoglobulin protein bip protein kinase r pkrlike endoplasmic reticulum kinase perk inositolrequiring enzyme ire activating transcription factor atf cancer progression therapy resistance furthermore discusses strategies target upr pathways including small molecule inhibitors gene therapies natural compounds combination therapies evaluates preclinical clinical relevance finally explores modulating upr signaling overcome therapeutic resistance improve immunotherapy outcomes reshape tumor microenvironment review emphasizes promise uprtargeted approaches enhancing efficacy current cancer treatments achieving better patient outcomes,Immunotherapy
"The development of immune checkpoint inhibitors targeting the programmed cell death 1 (PD-1)/programmed cell death ligand 1 (PD-L1) pathway has significantly transformed the landscape of cancer treatment. However, resistance mechanisms such as alternative immune checkpoints, T-cell exhaustion, low tumor burden, and immunosuppressive cells in the tumor microenvironment can limit therapeutic efficacy. Recent research has highlighted the role of tumor-derived exosomes expressing PD-L1, which may contribute to resistance by locally and systemically suppressing immune responses. Inhibiting exosome secretion has shown promise in enhancing the effectiveness of anti-PD-1/PD-L1 therapies. The therapeutic potential of targeting exosomes to improve PD-1/PD-L1 inhibition is gaining attention, with preclinical studies showing encouraging results. Clinical trials are needed to evaluate the combination of exosome secretion inhibitors with existing checkpoint therapies and provide hope for patients with resistant cancers.",Immunotherapy,development immune checkpoint inhibitors targeting programmed cell death pdprogrammed cell death ligand pdl pathway significantly transformed landscape cancer treatment however resistance mechanisms alternative immune checkpoints tcell exhaustion low tumor burden immunosuppressive cells tumor microenvironment limit therapeutic efficacy recent research highlighted role tumorderived exosomes expressing pdl may contribute resistance locally systemically suppressing immune responses inhibiting exosome secretion shown promise enhancing effectiveness antipdpdl therapies therapeutic potential targeting exosomes improve pdpdl inhibition gaining attention preclinical studies showing encouraging results clinical trials needed evaluate combination exosome secretion inhibitors existing checkpoint therapies provide hope patients resistant cancers,Immunotherapy
"Neoadjuvant immunotherapy combined with chemotherapy (Chemo-IM) is associated with significantly improved pathological complete response (pCR) rates and long-term survival outcomes in patient with early-stage triple-negative breast cancer (TNBC). However, only a small proportion of patients benefit from the addition of immunotherapy. Here, we explored and confirmed the role of intratumoral microbiota in screening patients with TNBC who are likely to benefit from neoadjuvant Chemo-IM. Patients with previously untreated, non-metastatic TNBC receiving neoadjuvant Chemo-IM were enrolled. Differences in the intratumoral microbiota between the pCR and non-pCR groups were explored via 16S rDNA sequencing (16S-seq). Single-cell transcriptome sequencing (scRNA-seq) was employed to profile the tumor microenvironment (TME). Moreover, correlations between the intratumor microbiota and the TME were explored. Finally, machine-learning models based on the intratumoral microbiota were constructed to predict pCR. A total of 89 female patients with early-stage TNBC treated by neoadjuvant Chemo-IM were enrolled. We found that the pCR group had greater diversity and a higher load of intratumoral microbiota than the non-pCR group. Intriguingly, scRNA-seq revealed significantly increased T cell infiltration and decreased tumor-associated macrophage infiltration into tumors in the pCR group. Moreover, intratumoral microbiota load was positively associated with CD4<sup>+</sup>CXCL13<sup>+</sup> T cell infiltration and negatively associated with CD68<sup>+</sup>SPP1<sup>+</sup> macrophage infiltration. Combined analysis of 16S-seq and scRNA-seq data revealed that intratumoral microbiota were present in both cancer and immune cells. Finally, we developed a model incorporating intratumoral microbiota and clinicopathological characteristics, and it showed strong power for predicting pCR to neoadjuvant Chemo-IM. Intratumoral microbiota may serve as a strong and specific predictor of the response of patients with early-stage TNBC to neoadjuvant Chemo-IM. Our findings could contribute to the development of individualized Chemo-IM strategies for treating TNBC.",Immunotherapy,neoadjuvant immunotherapy combined chemotherapy chemoim associated significantly improved pathological complete response pcr rates longterm survival outcomes patient earlystage triplenegative breast cancer tnbc however small proportion patients benefit addition immunotherapy explored confirmed role intratumoral microbiota screening patients tnbc likely benefit neoadjuvant chemoim patients previously untreated nonmetastatic tnbc receiving neoadjuvant chemoim enrolled differences intratumoral microbiota pcr nonpcr groups explored via rdna sequencing sseq singlecell transcriptome sequencing scrnaseq employed profile tumor microenvironment tme moreover correlations intratumor microbiota tme explored finally machinelearning models based intratumoral microbiota constructed predict pcr total female patients earlystage tnbc treated neoadjuvant chemoim enrolled found pcr group greater diversity higher load intratumoral microbiota nonpcr group intriguingly scrnaseq revealed significantly increased cell infiltration decreased tumorassociated macrophage infiltration tumors pcr group moreover intratumoral microbiota load positively associated cdsupsupcxclsupsup cell infiltration negatively associated cdsupsupsppsupsup macrophage infiltration combined analysis sseq scrnaseq data revealed intratumoral microbiota present cancer immune cells finally developed model incorporating intratumoral microbiota clinicopathological characteristics showed strong power predicting pcr neoadjuvant chemoim intratumoral microbiota may serve strong specific predictor response patients earlystage tnbc neoadjuvant chemoim findings could contribute development individualized chemoim strategies treating tnbc,Immunotherapy
"The tumor microenvironment poses significant challenges to reactive oxygen species treatment, and fails to retain small molecule drugs for extended periods, leading to low treatment efficacy. Here, a hyaluronic acid-based nanoplatform (HCCD) for combined chemotherapy and photodynamic therapy (PDT) is developed. The nanoplatform links chlorin e6 (Ce6) and doxorubicin (DOX) with hyaluronic acid through a glutathione (GSH)-sensitive disulfide bond, resulting their fluorescence quenching. Notably, their fluorescence and cytotoxicity are specifically activated in tumor cells, not normal ones, due to the endogenous GSH-mediated cleavage of disulfide bonds. Furthermore, PDT is activated in tumor cells with 660 nm laser, and GSH consumption reshapes redox homeostasis balance, thereby synergistically enhancing the anti-tumor efficacy with chemotherapy. HCCD predominantly accumulates in tumors in vivo, enabling precise localization and guidance for PDT and chemotherapy. This approach results in a significant reduction in tumor size, by a factor of 11 compared to the control group, with tumors nearly disappearing. Additionally, HCCD with the toll-like receptor 7 agonist imiquimod (R837) and anti-programmed death ligand 1 (anti-PD-L1) activated systemic immune response, suppressing distant tumor growth. Therefore, it's a promising strategy for precise tumor targeting and combination therapy, with potential in immunotherapy to inhibit primary and metastatic tumor growth.",Immunotherapy,tumor microenvironment poses significant challenges reactive oxygen species treatment fails retain small molecule drugs extended periods leading low treatment efficacy hyaluronic acidbased nanoplatform hccd combined chemotherapy photodynamic therapy pdt developed nanoplatform links chlorin e ce doxorubicin dox hyaluronic acid glutathione gshsensitive disulfide bond resulting fluorescence quenching notably fluorescence cytotoxicity specifically activated tumor cells normal ones due endogenous gshmediated cleavage disulfide bonds furthermore pdt activated tumor cells nm laser gsh consumption reshapes redox homeostasis balance thereby synergistically enhancing antitumor efficacy chemotherapy hccd predominantly accumulates tumors vivo enabling precise localization guidance pdt chemotherapy approach results significant reduction tumor size factor compared control group tumors nearly disappearing additionally hccd tolllike receptor agonist imiquimod r antiprogrammed death ligand antipdl activated systemic immune response suppressing distant tumor growth therefore promising strategy precise tumor targeting combination therapy potential immunotherapy inhibit primary metastatic tumor growth,Immunotherapy
"Cancer, being one of the most outrageous diseases, contributed to 48 % of the mortality in 2022, with lung cancer leading the race with a 12.4 % incidence rate. Conventional treatment modalities like radio-, chemo-, photo-, and immunotherapy employing nanocarriers often face several setbacks, such as non-specific delivery, off-site toxicity, rapid opsonization via the host immune system, and greater tumor recurrence rates. Moreover, the heterogeneous variability in the tumor microenvironment is responsible for existing therapy failure. With the advent of biomimetic nanoparticles as a novel and intriguing platform, researchers have exploited the inherent functionalities of the Cluster of Differentiation proteins (CD) as cell surface biomarkers and imparted the nanocarriers with enhanced homologous tumor targetability, immune evasion capability, and stealth properties, paving the way for improved therapy and diagnosis. This article explores pathogenesis and the multifaceted role of immune cells in non-small cell lung cancer. Moreover, the agenda of this article is to shed light on biomimetic nanoarchitectonics with respect to their fabrication, evaluation, and applications unraveling their synergistic effect with conventional therapies. Further discussion mentions the hurdles in clinical translation with viable solutions. The regulatory bottlenecks underscore the need for a regulatory roadmap with respect to commercialization. We believe that biomimetic nanoarchitectonics will be a beacon of hope in warfare against lung cancer.",Immunotherapy,cancer one outrageous diseases contributed mortality lung cancer leading race incidence rate conventional treatment modalities like radio chemo photo immunotherapy employing nanocarriers often face several setbacks nonspecific delivery offsite toxicity rapid opsonization via host immune system greater tumor recurrence rates moreover heterogeneous variability tumor microenvironment responsible existing therapy failure advent biomimetic nanoparticles novel intriguing platform researchers exploited inherent functionalities cluster differentiation proteins cd cell surface biomarkers imparted nanocarriers enhanced homologous tumor targetability immune evasion capability stealth properties paving way improved therapy diagnosis article explores pathogenesis multifaceted role immune cells nonsmall cell lung cancer moreover agenda article shed light biomimetic nanoarchitectonics respect fabrication evaluation applications unraveling synergistic effect conventional therapies discussion mentions hurdles clinical translation viable solutions regulatory bottlenecks underscore need regulatory roadmap respect commercialization believe biomimetic nanoarchitectonics beacon hope warfare lung cancer,Immunotherapy
"Hepatocellular carcinoma (HCC) is the third most common cause of cancer-related death and the sixth most prevalent cancer worldwide. However, most patients with HCC are at an advanced stage at the time of clinical diagnosis, making surgery impossible. In the past, targeted therapeutic drugs such as sorafenib and lenvatinib were the main treatments. With recent breakthroughs in medicine, immune therapy, particularly immune checkpoint inhibitors (ICIs), has garnered interest and has been extensively studied for clinical treatment. In addition to single-agent therapies, combination regimens involving ICIs have also been developed. Despite this progress, not all patients with HCC benefit from immunotherapy. Therefore, to improve the treatment response rates, it is crucial to identify patients with HCC who are suitable for immunotherapy. The exploration and validation of markers to predict the outcomes of immunotherapeutic treatments in patients with HCC are of clinical importance. In this article, we provide a comprehensive review of research progress in immunotherapy, particularly ICIs and combination therapies, for HCC. Furthermore, we summarize the clinical indicators and tumor markers discovered in recent years to forecast immunotherapy outcomes in patients with HCC. We also outline predictive markers for the occurrence of immune-related adverse events in patients with HCC receiving immunotherapy and discuss future research directions in the immunotherapeutic treatment landscape.",Immunotherapy,hepatocellular carcinoma hcc third common cause cancerrelated death sixth prevalent cancer worldwide however patients hcc advanced stage time clinical diagnosis making surgery impossible past targeted therapeutic drugs sorafenib lenvatinib main treatments recent breakthroughs medicine immune therapy particularly immune checkpoint inhibitors icis garnered interest extensively studied clinical treatment addition singleagent therapies combination regimens involving icis also developed despite progress patients hcc benefit immunotherapy therefore improve treatment response rates crucial identify patients hcc suitable immunotherapy exploration validation markers predict outcomes immunotherapeutic treatments patients hcc clinical importance article provide comprehensive review research progress immunotherapy particularly icis combination therapies hcc furthermore summarize clinical indicators tumor markers discovered recent years forecast immunotherapy outcomes patients hcc also outline predictive markers occurrence immunerelated adverse events patients hcc receiving immunotherapy discuss future research directions immunotherapeutic treatment landscape,Immunotherapy
"Understanding cellular diversity and disease mechanisms requires a global analysis of proteins and their modifications. While next-generation sequencing has advanced our understanding of cellular heterogeneity, it fails to capture downstream signalling networks. Ultrasensitive mass spectrometry-based proteomics enables unbiased protein-level analysis of low cell numbers, down to single cells. However, phosphoproteomics remains limited to high-input samples due to sample losses and poor reaction efficiencies associated with processing low cell numbers. Isobaric stable isotope labelling is a promising approach for reproducible and accurate quantification of low abundant phosphopeptides. Here, we introduce SPARCE (Streamlined Phosphoproteomic Analysis of Rare CElls) for multiplexed phosphoproteomic analysis of low cell numbers. SPARCE integrates cell isolation, water-based lysis, on-tip TMT labelling, and phosphopeptide enrichment. SPARCE outperforms traditional methods by enhancing labelling efficiency and phosphoproteome coverage. To demonstrate the utility of SPARCE, we analysed four patient-derived glioblastoma stem cell lines, reliably quantifying phosphosite changes from 1000 FACS-sorted cells. This workflow expands the possibilities for signalling analysis of rare cell populations.",Single-Cell Analysis,understanding cellular diversity disease mechanisms requires global analysis proteins modifications nextgeneration sequencing advanced understanding cellular heterogeneity fails capture downstream signalling networks ultrasensitive mass spectrometrybased proteomics enables unbiased proteinlevel analysis low cell numbers single cells however phosphoproteomics remains limited highinput samples due sample losses poor reaction efficiencies associated processing low cell numbers isobaric stable isotope labelling promising approach reproducible accurate quantification low abundant phosphopeptides introduce sparce streamlined phosphoproteomic analysis rare cells multiplexed phosphoproteomic analysis low cell numbers sparce integrates cell isolation waterbased lysis ontip tmt labelling phosphopeptide enrichment sparce outperforms traditional methods enhancing labelling efficiency phosphoproteome coverage demonstrate utility sparce analysed four patientderived glioblastoma stem cell lines reliably quantifying phosphosite changes facssorted cells workflow expands possibilities signalling analysis rare cell populations,Single-Cell Analysis
"Therapeutics for thin endometrium (TE) have emerged, with autologous platelet-rich plasma (PRP) therapy gaining significant attention. In the present study, ten eligible TE patients were recruited for PRP infusion. Endometrial tissue biopsies collected before and after PRP therapy (paired samples) were subjected to single-cell RNA sequencing (scRNA-seq). Additionally, haematoxylin and eosin (HE) and immunohistochemistry (IHC) were employed to validate changes in protein markers. The results demonstrated PRP therapy increased the average endometrial thickness in these patients. Cellular trajectory reconstruction analysis using gene counts and expression (CytoTRACE) scores indicated that high-stemness cells were more enriched in proliferating stromal cells (pStr) or stromal cells (Str) in post-PRP samples, while greater stemness was observed in glandular epithelial cells (GE) and luminal epithelial cells (LE). Gene set variation analysis (GSVA) revealed significant differences in mesenchymal‒epithelial transition (MET)-related gene signature scores between paired samples. Furthermore, an increased number of macrophages, particularly M1-type macrophages, was detected in post-PRP samples. As the first study to investigate the effects of PRP therapy via transcriptomic analysis, our findings suggest PRP therapy may enhance high-stemness, stimulate MET, and boost macrophage function. These insights contribute to a better understanding of the mechanisms underlying PRP therapy and its potential in treating TE patients.",Single-Cell Analysis,therapeutics thin endometrium te emerged autologous plateletrich plasma prp therapy gaining significant attention present study ten eligible te patients recruited prp infusion endometrial tissue biopsies collected prp therapy paired samples subjected singlecell rna sequencing scrnaseq additionally haematoxylin eosin immunohistochemistry ihc employed validate changes protein markers results demonstrated prp therapy increased average endometrial thickness patients cellular trajectory reconstruction analysis using gene counts expression cytotrace scores indicated highstemness cells enriched proliferating stromal cells pstr stromal cells str postprp samples greater stemness observed glandular epithelial cells ge luminal epithelial cells le gene set variation analysis gsva revealed significant differences mesenchymalepithelial transition metrelated gene signature scores paired samples furthermore increased number macrophages particularly mtype macrophages detected postprp samples first study investigate effects prp therapy via transcriptomic analysis findings suggest prp therapy may enhance highstemness stimulate met boost macrophage function insights contribute better understanding mechanisms underlying prp therapy potential treating te patients,Single-Cell Analysis
"Mapping enhancers and target genes in disease-related cell types provides critical insights into the functional mechanisms of genome-wide association studies (GWAS) variants. Single-cell multimodal data, which measure gene expression and chromatin accessibility in the same cells, enable the cell-type-specific inference of enhancer-gene pairs. However, this task is challenged by high data sparsity, sequencing depth variation, and the computational burden of analyzing a large number of pairs. We introduce scMultiMap, a statistical method that infers enhancer-gene association from sparse multimodal counts using a joint latent-variable model. It adjusts for technical confounding, permits fast moment-based estimation and provides analytically derived p-values. In blood and brain data, scMultiMap shows appropriate type I error control, high statistical power, and computational efficiency (1% of existing methods). When applied to Alzheimer's disease (AD) data, scMultiMap gives the highest heritability enrichment in microglia and reveals insights into the regulatory mechanisms of AD GWAS variants.",Single-Cell Analysis,mapping enhancers target genes diseaserelated cell types provides critical insights functional mechanisms genomewide association studies gwas variants singlecell multimodal data measure gene expression chromatin accessibility cells enable celltypespecific inference enhancergene pairs however task challenged high data sparsity sequencing depth variation computational burden analyzing large number pairs introduce scmultimap statistical method infers enhancergene association sparse multimodal counts using joint latentvariable model adjusts technical confounding permits fast momentbased estimation provides analytically derived pvalues blood brain data scmultimap shows appropriate type error control high statistical power computational efficiency existing methods applied alzheimers disease ad data scmultimap gives highest heritability enrichment microglia reveals insights regulatory mechanisms ad gwas variants,Single-Cell Analysis
"During cancer metastasis, tumor cells migrate from the primary tumor site and spread to distant tissue or organs through the circulatory system of the body. While it is challenging to track metastatic tumor cells, circulating tumor cells (CTCs) via liquid biopsy provide a unique and important opportunity for longitudinal monitoring of residual cancer diseases and progression, showing great potential to facilitate precision medicine in cancer patients. The enumeration and characterization of CTCs represent prognostic and predictive biomarkers, which can be used to monitor the response to and efficacy of various therapies. Along with molecular and cellular features of CTCs, this data can inform the detection of early micro-metastases and assess progression of advanced disease in a more sensitive manner than traditional imaging modalities, serving as a complementary approach with added value. Nevertheless, comprehensive multiomic analyses of CTCs at inter-cellular (cluster), single-cell, and subcellular levels to elucidate relevant CTC cancer biology, tumor immune ecosystem biology, and clinical outcomes have yet to be achieved, demanding multidisciplinary collaboration to advance the field. Complementary to the published chapter on multiomic analyses and functional properties of CTCs, this chapter summarizes key methods and integrated strategies in CTC isolation, highlighting an accelerated evolution in high-throughput analysis of CTCs.",Single-Cell Analysis,cancer metastasis tumor cells migrate primary tumor site spread distant tissue organs circulatory system body challenging track metastatic tumor cells circulating tumor cells ctcs via liquid biopsy provide unique important opportunity longitudinal monitoring residual cancer diseases progression showing great potential facilitate precision medicine cancer patients enumeration characterization ctcs represent prognostic predictive biomarkers used monitor response efficacy various therapies along molecular cellular features ctcs data inform detection early micrometastases assess progression advanced disease sensitive manner traditional imaging modalities serving complementary approach added value nevertheless comprehensive multiomic analyses ctcs intercellular cluster singlecell subcellular levels elucidate relevant ctc cancer biology tumor immune ecosystem biology clinical outcomes yet achieved demanding multidisciplinary collaboration advance field complementary published chapter multiomic analyses functional properties ctcs chapter summarizes key methods integrated strategies ctc isolation highlighting accelerated evolution highthroughput analysis ctcs,Single-Cell Analysis
"The endometrium plays a crucial role in female health. Globally, millions of women are affected by endometrial/uterine disorders, yet the endometrium and its role in gynaecological pathologies have been understudied. Gaining insight into the detailed endometrial architecture, gene expression, spatial and temporal cellular interactions, and microenvironment is essential for understanding the physiology and pathophysiology of this dynamic tissue. The current paper highlights the latest targets for advancing endometrial research that include single-cell RNA sequencing, spatial transcriptomics, the microbiome, organoid models, analysis of menstrual blood and the less-studied endometrial ageing. The authors hope that this summary will provide more insight into the novel methods, highlight advancing endometrial therapeutics and inspire readers to generate fresh ideas for future research avenues.",Single-Cell Analysis,endometrium plays crucial role female health globally millions women affected endometrialuterine disorders yet endometrium role gynaecological pathologies understudied gaining insight detailed endometrial architecture gene expression spatial temporal cellular interactions microenvironment essential understanding physiology pathophysiology dynamic tissue current paper highlights latest targets advancing endometrial research include singlecell rna sequencing spatial transcriptomics microbiome organoid models analysis menstrual blood lessstudied endometrial ageing authors hope summary provide insight novel methods highlight advancing endometrial therapeutics inspire readers generate fresh ideas future research avenues,Single-Cell Analysis
